"ID","Parcel ID","Address","City","County","State","Enrolled in Appeals","Assessment Enrollment Level (2025)"
"833033","015716-7134","6979 Huntington Woods Cir W","Jacksonville","Duval","FL","False","Assessments (Broken Out)"
"833030","165263-2375","11166 Willesdon Dr S","JACKSONVILLE","Duval","FL","False","Assessments (Broken Out)"
"832983","U-20-29-20-5OT-000002-00001.0","2149 Brandon Park Cir","BRANDON","Hillsborough","FL","False","Assessments (Broken Out)"
"832786","12-23-30-1280-00-800","8302 Tuckahoe Ct","Orlando","Orange","FL","False","Assessments (Broken Out)"
"832759","07-25-30-2699-0116-0230","308 Lariat Ln","KISSIMMEE","Osceola","FL","False","Assessments (Broken Out)"
"832749","22052501010901259","3199 Hidden Meadows Ct","Green Cove Springs","Clay","FL","False","Assessments (Broken Out)"
"832705","3042500786402043","3039 Holly Grove Ln","ORANGE PARK","Clay","FL","False","Assessments (Broken Out)"
"832656","U-08-30-20-5HK-C00000-00023.0","6518 Summer Cove Dr","Riverview","Hillsborough","FL","False","Assessments (Broken Out)"
"832543","012874-1440","2718 Taylor Hill Dr","Jacksonville","Duval","FL","False","Assessments (Broken Out)"
"832455","106534-5665","12259 Captiva Bluff Rd","Jacksonville","Duval","FL","False","Assessments (Broken Out)"
"832394","702814000790","111 Pine Shade Ct","DELAND","Volusia","FL","False","Assessments (Broken Out)"
"832234","008845-1560","1217 Sarahs Landing Dr","JACKSONVILLE","Duval","FL","False","Assessments (Broken Out)"
"832176","25-26-28-6118-1518-0340","308 Mariana Way","KISSIMMEE","Osceola","FL","False","Assessments (Broken Out)"
"832052","13-23-30-8333-14-490","8828 Fort Jefferson Blvd","Orlando","Orange","FL","False","Assessments (Broken Out)"
"831975","02-23-30-7470-00-320","7926 Sapphire Ln","Orlando","Orange","FL","False","Assessments (Broken Out)"
"831899","25-26-28-6100-0589-0250","1026 Cannock Dr","KISSIMMEE","Osceola","FL","False","Assessments (Broken Out)"
"831891","165270-1048","1831 Indian Springs Dr","Jacksonville","Duval","FL","False","Assessments (Broken Out)"
"831855","20-26-18-0100-00500-0010","17730 Ayrshire Blvd","LAND O LAKES","Pasco","FL","False","Assessments (Broken Out)"
"831835","012723-2600","3669 August Crossing Ct","Jacksonville","Duval","FL","False","Assessments (Broken Out)"
"831813","07-23-32-1035-01-196","14221 Lake Live Oak Dr","ORLANDO","Orange","FL","False","Assessments (Broken Out)"
"831663","25-26-28-6100-0659-0100","1348 Dunbarton Ct","KISSIMMEE","Osceola","FL","False","Assessments (Broken Out)"
"831629","161228-1166","3014 Caroline Crest Dr E","JACKSONVILLE","Duval","FL","False","Assessments (Broken Out)"
"831524","05-26-21-0130-00500-0570","6784 Hanworth Ln","Zephyrhills","Pasco","FL","False","Assessments (Broken Out)"
"831519","15-19-24-1500-000-12500","2104 Aitkin Loop","LEESBURG","Lake","FL","False","Assessments (Broken Out)"
"831482","33-21-28-6070-01-210","3142 Timber Hawk Cir","OCOEE","Orange","FL","False","Assessments (Broken Out)"
"831449","155642-1650","4668 Chesapeake Ln","Jacksonville","Duval","FL","False","Assessments (Broken Out)"
"831384","27042502096343200","2796 Kiowa Ave","ORANGE PARK","Clay","FL","False","Assessments (Broken Out)"
"831164","012874-0700","10640 Spring View Rd","Jacksonville","Duval","FL","False","Assessments (Broken Out)"
"831155","30042500806901248","4510 Oak Moss Loop","MIDDLEBURG","Clay","FL","False","Assessments (Broken Out)"
"831018","155675-8224","10364 Windfern Ct N","Jacksonville","Duval","FL","False","Assessments (Broken Out)"
"830968","26-21-31-502-0000-0350","1014 Dishman Loop","OVIEDO","Seminole","FL","False","Assessments (Broken Out)"
"830949","U-12-29-20-5IY-G00000-00010.0","1723 Mosaic Forest Dr","SEFFNER","Hillsborough","FL","False","Assessments (Broken Out)"
"830901","107358-1040","429 Blue Whale Way","JACKSONVILLE","Duval","FL","False","Assessments (Broken Out)"
"830668","14-24-26-0101-000-33900","16012 Yelloweyed Dr","CLERMONT","Lake","FL","False","Assessments (Broken Out)"
"830576","U-20-31-20-98M-000005-00042.0","14428 Edinburgh Moor Dr","Wimauma","Hillsborough","FL","False","Assessments (Broken Out)"
"830485","165288-5130","2690 Diplomat Ct","JACKSONVILLE","Duval","FL","False","Assessments (Broken Out)"
"830464","25-26-28-6100-0587-0130","232 Canterbury Ct","KISSIMMEE","Osceola","FL","False","Assessments (Broken Out)"
"830451","25-26-28-6112-1268-0170","44 York Ct","KISSIMMEE","Osceola","FL","False","Assessments (Broken Out)"
"830366","08-28-16-48583-000-4690","623 Bellingham Pl","Palm Harbor","Pinellas","FL","False","Assessments (Broken Out)"
"830102","U-36-31-19-954-000015-00018.0","8139 Alamosa Wood Ave","Sun City Center","Hillsborough","FL","False","Assessments (Broken Out)"
"830029","054246-2462","7545 Turtle View Dr","Sun City Center","Hillsborough","FL","False","Assessments (Broken Out)"
"830018","25-26-28-6138-2146-0240","739 Palaiseau Ct","KISSIMMEE","Osceola","FL","False","Assessments (Broken Out)"
"829653","13-19-25-0200-00A-00700","33412 County Road 473","Leesburg","Lake","FL","False","Assessments (Broken Out)"
"829514","U-09-29-20-29A-000001-00051.0","1515 Crossridge Dr","Brandon","Hillsborough","FL","False","Assessments (Broken Out)"
"829396","05-26-21-0080-00600-0110","6582 Wagon Trail St","ZEPHYRHILLS","Pasco","FL","False","Assessments (Broken Out)"
"829292","U-35-30-19-89Z-000005-00001.0","7725 Tangle Brook Blvd","Gibsonton","Hillsborough","FL","False","Assessments (Broken Out)"
"829267","U-08-28-18-0Y4-000004-00007.0","4706 Ashton Ct","Tampa","Hillsborough","FL","False","Assessments (Broken Out)"
"829105","14052400635000007","2221 Scarlet Oak Ct","MIDDLEBURG","Clay","FL","False","Assessments (Broken Out)"
"828983","11-27-28-4889-0001-0900","409 Blue Lake Cir","Kissimmee","Osceola","FL","False","Assessments (Broken Out)"
"828883","U-18-29-21-78V-000000-00321.0","1149 Emerald Hill Way","Valrico","Hillsborough","FL","False","Assessments (Broken Out)"
"828598","31-26-20-0190-00400-0010","28726 Stormcloud Pass","WESLEY CHAPEL","Pasco","FL","False","Assessments (Broken Out)"
"828523","23-21-30-510-0000-0560","830 N Jerico Dr","CASSELBERRY","Seminole","FL","False","Assessments (Broken Out)"
"828424","5062601523400930","2055 Pebble Point Dr","GREEN COVE SPRINGS","Clay","FL","False","Assessments (Broken Out)"
"828370","U-09-32-19-B9G-000000-00025.0","914 Nutmeg Spice Pl","Ruskin","Hillsborough","FL","False","Assessments (Broken Out)"
"828359","27-22-27-6656-00-070","1257 S Park Ave","Winter Garden","Orange","FL","False","Assessments (Broken Out)"
"828347","26-19-24-3610-000-03000","958 Belle Oak Dr","LEESBURG","Lake","FL","False","Assessments (Broken Out)"
"828290","U-05-32-19-A3L-000007-00006.0","911 Culbreath Green Ct","RUSKIN","Hillsborough","FL","False","Assessments (Broken Out)"
"828163","23-21-28-7961-00-870","1159 Sheeler Hills Dr","Apopka","Orange","FL","False","Assessments (Broken Out)"
"827768","009062-6300","1468 Tomcat Dr","Jacksonville","Duval","FL","False","Assessments (Broken Out)"
"827645","U-01-29-20-654-000000-00011.0","1415 Marsh Wood Dr","SEFFNER","Hillsborough","FL","False","Assessments (Broken Out)"
"827499","U-18-32-20-A3U-000021-00055.0","17055 Peaceful Valley Dr","Wimauma","Hillsborough","FL","False","Assessments (Broken Out)"
"827493","8042601991100382","1464 Loblolly Ct","ORANGE PARK","Clay","FL","False","Assessments (Broken Out)"
"827421","106939-8295","728 Bonaparte Dr","Jacksonville","Duval","FL","False","Assessments (Broken Out)"
"827403","099122-1095","8155 Pineverde Ln","Jacksonville","Duval","FL","False","Assessments (Broken Out)"
"827244","14-25-29-1946-0001-0690","1356 Boulder Dr","KISSIMMEE","Osceola","FL","False","Assessments (Broken Out)"
"827203","11-27-28-4889-0001-1100","406 Blue Lake Cir","KISSIMMEE","Osceola","FL","False","Assessments (Broken Out)"
"827191","31-20-28-5066-00-180","2082 Petit Ct","Apopka","Orange","FL","False","Assessments (Broken Out)"
"826954","28-27-24-934010-089150","781 Platypus Ct","POINCIANA","Polk","FL","False","Assessments (Broken Out)"
"826920","U-33-29-20-2IG-000001-00031.0","1325 Coolmont Dr","BRANDON","Hillsborough","FL","False","Assessments (Broken Out)"
"8268","U-05-31-20-2UC-000001-00002.0","12440 Dawn Vista Dr","RIVERVIEW","Hillsborough","FL","False","Assessments (Broken Out)"
"826730","162224-2750","12325 Mastin Cove Rd","Jacksonville","Duval","FL","False","Assessments (Broken Out)"
"826582","177277-1120","14387 Pablo Bay Dr","Jacksonville","Duval","FL","False","Assessments (Broken Out)"
"826441","01-26-28-3972-0001-0720","4703 Hardy Mills St","KISSIMMEE","Osceola","FL","False","Assessments (Broken Out)"
"826327","22-25-18-0030-00400-0020","9138 Gablewood Pl","LAND O LAKES","Pasco","FL","False","Assessments (Broken Out)"
"826215","25-26-28-6138-2100-0090","916 Alsace Dr","KISSIMMEE","Osceola","FL","False","Assessments (Broken Out)"
"826095","17042500794800241","648 Sunny Stroll Dr","MIDDLEBURG","Clay","FL","False","Assessments (Broken Out)"
"825897","U-06-31-20-5PN-000014-00046.0","12412 Tree Pointe Ct","Riverview","Hillsborough","FL","False","Assessments (Broken Out)"
"825801","28-28-02-934710-110110","1847 Snapper Dr","POINCIANA","Polk","FL","False","Assessments (Broken Out)"
"825639","020041-2510","10895 Copper Creek Ct","Jacksonville","Duval","FL","False","Assessments (Broken Out)"
"825309","R32 122 21 1214 0000 0740","6519 Redbay Dr","Brooksville","Hernando","FL","False","Assessments (Broken Out)"
"825290","07-21-29-509-0000-0280","536 Harvard Pl","APOPKA","Seminole","FL","False","Assessments (Broken Out)"
"824978","U-16-31-20-2VD-A00000-00122.0","13423 Beechberry Dr","Riverview","Hillsborough","FL","False","Assessments (Broken Out)"
"824933","U-17-31-20-5YX-E00000-00007.0","10613 Opus Dr","Riverview","Hillsborough","FL","False","Assessments (Broken Out)"
"824712","24-21-28-8481-00-750","1926 Shannon Ln","APOPKA","Orange","FL","False","Assessments (Broken Out)"
"824618","01-23-30-7791-00-510","2064 Ambergris Dr","Orlando","Orange","FL","False","Assessments (Broken Out)"
"824522","U-29-29-21-32Z-A00000-00034.0","810 Cape Cod Cir","Valrico","Hillsborough","FL","False","Assessments (Broken Out)"
"824429","23-21-28-7964-00-590","1056 Saddleback Ridge Rd","Apopka","Orange","FL","False","Assessments (Broken Out)"
"824305","012874-0780","2549 Fox Hill Ln","Jacksonville","Duval","FL","False","Assessments (Broken Out)"
"824116","155697-2234","4443 Tyne Ct","JACKSONVILLE","Duval","FL","False","Assessments (Broken Out)"
"824098","U-12-29-20-5IX-D00000-00008.0","1428 Lake Shore Ranch Dr","SEFFNER","Hillsborough","FL","False","Assessments (Broken Out)"
"823970","012853-1220","3775 Lauren Oak Ln E","Jacksonville","Duval","FL","False","Assessments (Broken Out)"
"823787","24-26-21-0110-00000-0110","39862 Dawson Chase Dr","ZEPHYRHILLS","Pasco","FL","False","Assessments (Broken Out)"
"823751","02-21-30-501-0800-0300","241 Holiday Ln","WINTER SPRINGS","Seminole","FL","False","Assessments (Broken Out)"
"823644","5062601523400404","3460 Canyon Falls Dr","GREEN COVE SPRINGS","Clay","FL","False","Assessments (Broken Out)"
"823636","25-21-30-511-0000-0420","1871 Meadowgold Ln","WINTER PARK","Seminole","FL","False","Assessments (Broken Out)"
"823575","016463-8803","8405 Rockridge Ct","Jacksonville","Duval","FL","False","Assessments (Broken Out)"
"823504","30042500806901175","1191 Camp Ridge Ln","MIDDLEBURG","Clay","FL","False","Assessments (Broken Out)"
"823503","25-26-28-6112-1281-0130","517 Bristol Cir","KISSIMMEE","Osceola","FL","False","Assessments (Broken Out)"
"823382","U-05-30-20-2NF-000002-00023.0","1720 Larabie Ct","BRANDON","Hillsborough","FL","False","Assessments (Broken Out)"
"823365","14042502030432348","2234 Thomas Lynch Ct","ORANGE PARK","Clay","FL","False","Assessments (Broken Out)"
"823150","12-27-28-5222-0001-1690","477 Acacia Tree Way","KISSIMMEE","Osceola","FL","False","Assessments (Broken Out)"
"823087","158136-4042","11846 Marabou Ct N","Jacksonville","Duval","FL","False","Assessments (Broken Out)"
"823042","11-26-30-0806-0001-0500","717 Modena St","SAINT CLOUD","Osceola","FL","False","Assessments (Broken Out)"
"822966","03-20-30-514-0000-0230","778 Brightview Dr","LAKE MARY","Seminole","FL","False","Assessments (Broken Out)"
"822899","U-05-32-19-A01-000003-00036.0","930 Wynnmere Walk Ave","Ruskin","Hillsborough","FL","False","Assessments (Broken Out)"
"822815","015194-0205","6216 Sandler Chase Trl","Jacksonville","Duval","FL","False","Assessments (Broken Out)"
"822790","4052500898900531","2098 Allison Ct","MIDDLEBURG","Clay","FL","False","Assessments (Broken Out)"
"822678","016314-2245","7157 Beekman Lake Dr S","Jacksonville","Duval","FL","False","Assessments (Broken Out)"
"822524","U-20-29-21-5PV-C00000-00004.0","630 Wave Crest Cir","Valrico","Hillsborough","FL","False","Assessments (Broken Out)"
"822459","U-35-31-19-B3U-000009-00001.0","7311 Ozello Trail Ave","SUN CITY CENTER","Hillsborough","FL","False","Assessments (Broken Out)"
"822200","23-21-28-7964-00-450","1136 Mill Run Cir","APOPKA","Orange","FL","False","Assessments (Broken Out)"
"822115","13-23-30-1318-00-010","4015 Eagle Feather Dr","Orlando","Orange","FL","False","Assessments (Broken Out)"
"822065","U-31-31-20-B08-00041B-00023.0","10012 Merry Fawn Ct","SUN CITY CENTER","Hillsborough","FL","False","Assessments (Broken Out)"
"821999","26-26-30-0069-0001-1670","3606 Bristol Cove Ln","SAINT CLOUD","Osceola","FL","False","Assessments (Broken Out)"
"821987","27-22-31-3745-00-740","210 Ferryboat Ct","Orlando","Orange","FL","False","Assessments (Broken Out)"
"821831","U-07-30-21-36B-000016-00029.0","2558 Wrencrest Cir","Valrico","Hillsborough","FL","False","Assessments (Broken Out)"
"821817","156332-3058","11426 Lumberjack Cir W","Jacksonville","Duval","FL","False","Assessments (Broken Out)"
"821702","015700-5010","8810 Shindler Crossing Dr","Jacksonville","Duval","FL","False","Assessments (Broken Out)"
"821642","19-22-31-8491-01-540","9301 Sonoma Dr","Orlando","Orange","FL","False","Assessments (Broken Out)"
"821626","U-21-31-20-A63-000000-00025.0","11343 Hudson Hills Ln","RIVERVIEW","Hillsborough","FL","False","Assessments (Broken Out)"
"821604","01-26-28-3972-0001-0610","4725 Hardy Mills St","KISSIMMEE","Osceola","FL","False","Assessments (Broken Out)"
"821433","07-19-27-0475-000-13000","709 Cricket Hollow Ln","EUSTIS","Lake","FL","False","Assessments (Broken Out)"
"821405","22052501010900513","3111 Silverado Cir","GREEN COVE SPRINGS","Clay","FL","False","Assessments (Broken Out)"
"821249","019974-2860","3734 Jacob Lois Dr W","Jacksonville","Duval","FL","False","Assessments (Broken Out)"
"821237","U-36-31-19-954-000019-00003.0","15418 Peach Stone Pl","Sun City Center","Hillsborough","FL","False","Assessments (Broken Out)"
"821097","U-32-29-21-5UY-F00000-00033.0","4602 Ramshead Dr","VALRICO","Hillsborough","FL","False","Assessments (Broken Out)"
"820994","05-25-30-3318-0001-0150","3228 Abiaka Dr","KISSIMMEE","Osceola","FL","False","Assessments (Broken Out)"
"820594","U-04-32-19-82O-000002-00030.0","1220 Alhambra Crest Dr","Ruskin","Hillsborough","FL","False","Assessments (Broken Out)"
"820593","U-35-31-19-B82-000031-00011.0","6802 King Creek Dr","Sun City Center","Hillsborough","FL","False","Assessments (Broken Out)"
"820544","12-27-28-5195-0001-0700","525 Oak Branch Cir","KISSIMMEE","Osceola","FL","False","Assessments (Broken Out)"
"820537","27052501010901401","3203 Hidden Meadows Ct","Green Cove Springs","Clay","FL","False","Assessments (Broken Out)"
"820536","162224-4835","12352 Sondra Cove Trl N","Jacksonville","Duval","FL","False","Assessments (Broken Out)"
"820485","31-26-20-0070-00100-0350","28506 Tall Grass Dr","WESLEY CHAPEL","Pasco","FL","False","Assessments (Broken Out)"
"820403","18-25-30-2008-0001-0150","2135 Remington Pointe Blvd","KISSIMMEE","Osceola","FL","False","Assessments (Broken Out)"
"820388","20-25-30-4826-000C-1200","2551 Crown Ridge Cir","KISSIMMEE","Osceola","FL","False","Assessments (Broken Out)"
"820130","U-16-29-20-2CW-000006-00004.0","1621 Dusty Rose Ln","BRANDON","Hillsborough","FL","False","Assessments (Broken Out)"
"819816","31-20-28-5460-00-260","2120 Old South Ln","Apopka","Orange","FL","False","Assessments (Broken Out)"
"819778","U-30-30-20-87D-000001-00015.0","11241 Southwind Lake Dr","Gibsonton","Hillsborough","FL","False","Assessments (Broken Out)"
"819776","04-21-28-2195-00-190","223 Bonnie Glen Ln","APOPKA","Orange","FL","False","Assessments (Broken Out)"
"819740","108361-1875","15939 Bainebridge Dr","Jacksonville","Duval","FL","False","Assessments (Broken Out)"
"819712","25-25-18-0140-0G100-0020","8724 Forget Me Not Ct","Land O Lakes","Pasco","FL","False","Assessments (Broken Out)"
"819625","13042502030432024","618 Robert Livingston St","ORANGE PARK","Clay","FL","False","Assessments (Broken Out)"
"819495","161134-8100","12042 Cobblestone Forest Cir S","Jacksonville","Duval","FL","False","Assessments (Broken Out)"
"819357","28-20-30-5DL-0000-1180","647 Meadowbrook Dr","WINTER SPRINGS","Seminole","FL","False","Assessments (Broken Out)"
"819340","05-25-30-4918-0001-0170","2717 Picasso Ct","KISSIMMEE","Osceola","FL","False","Assessments (Broken Out)"
"819108","06-20-26-0600-000-02700","2279 Tealwood Cir","TAVARES","Lake","FL","False","Assessments (Broken Out)"
"818941","28-25-29-1387-0001-1780","708 Hacienda Cir","KISSIMMEE","Osceola","FL","False","Assessments (Broken Out)"
"818813","28-27-25-934060-073929","529 Hummingbird Ct","POINCIANA","Polk","FL","False","Assessments (Broken Out)"
"818763","P-25-28-21-5YL-J00000-00013.0","519 Lindsay Anne Ct","Plant City","Hillsborough","FL","False","Assessments (Broken Out)"
"818527","24-21-28-8481-00-760","1962 Shannon Ln","Apopka","Orange","FL","False","Assessments (Broken Out)"
"818321","020041-3260","10989 Ventnor Ave","JACKSONVILLE","Duval","FL","False","Assessments (Broken Out)"
"818245","28-19-26-1900-00N-07300","936 Dora Ave","TAVARES","Lake","FL","False","Assessments (Broken Out)"
"818208","11-2N-26-1830-0033-0000","75097 Morning Glen Ct","YULEE","Nassau","FL","False","Assessments (Broken Out)"
"818105","108929-0300","4408 Jiggermast Ave","Jacksonville","Duval","FL","False","Assessments (Broken Out)"
"817782","09-26-30-0082-0001-5130","2060 Remembrance Ave","SAINT CLOUD","Osceola","FL","False","Assessments (Broken Out)"
"817643","07-22-31-0207-00-170","2665 Delcrest Dr","Orlando","Orange","FL","False","Assessments (Broken Out)"
"817516","35042500822301614","1525 Ashleigh St","MIDDLEBURG","Clay","FL","False","Assessments (Broken Out)"
"817297","32-25-29-4623-0001-0240","2607 Teeside Ct","KISSIMMEE","Osceola","FL","False","Assessments (Broken Out)"
"817295","U-31-30-21-A1Z-000003-00009.0","14279 Blue Dasher Dr","Riverview","Hillsborough","FL","False","Assessments (Broken Out)"
"817156","R32 323 17 5090 0598 0170","3021 Barbados Ave","SPRING HILL","Hernando","FL","False","Assessments (Broken Out)"
"817115","U-17-30-20-2RB-000001-00078.0","10324 Ashley Oaks Dr","Riverview","Hillsborough","FL","False","Assessments (Broken Out)"
"817096","04-21-28-8410-01-560","517 Sean Ct","Apopka","Orange","FL","False","Assessments (Broken Out)"
"817087","020041-3740","10992 Haws Ln","JACKSONVILLE","Duval","FL","False","Assessments (Broken Out)"
"816819","41042601942800100","2131 Carnes St","ORANGE PARK","Clay","FL","False","Assessments (Broken Out)"
"816706","008984-1250","10243 Normandy Cove St","Jacksonville","Duval","FL","False","Assessments (Broken Out)"
"816566","R32 323 17 5080 0439 0070","10142 Bannister St","SPRING HILL","Hernando","FL","False","Assessments (Broken Out)"
"816565","11-25-29-1825-0001-0740","1562 Wyman Cir","KISSIMMEE","Osceola","FL","False","Assessments (Broken Out)"
"816511","21-24-29-6828-01-460","2237 Allspice Ave Unit 6828","Orlando","Orange","FL","False","Assessments (Broken Out)"
"816307","23-24-26-0515-000-21100","16512 Golden Eagle Blvd","CLERMONT","Lake","FL","False","Assessments (Broken Out)"
"816282","U-10-28-17-04F-000002-00001.0","8901 Beeler Dr","Tampa","Hillsborough","FL","False","Assessments (Broken Out)"
"815819","33-18-26-0010-000-09200","2730 Limerick Cir","GRAND ISLAND","Lake","FL","False","Assessments (Broken Out)"
"815798","165267-6210","12639 Ashmore Green Dr N","Jacksonville","Duval","FL","False","Assessments (Broken Out)"
"815785","27042502096362900","2759 Sharpes Ct","ORANGE PARK","Clay","FL","False","Assessments (Broken Out)"
"815677","02-23-30-7470-00-080","2156 Pimlico St","Orlando","Orange","FL","False","Assessments (Broken Out)"
"815547","11-25-29-1719-0001-1640","2689 Peggy Dr","KISSIMMEE","Osceola","FL","False","Assessments (Broken Out)"
"815118","U-11-31-19-5X9-000009-00007.0","6922 Waterbrook Ct","Gibsonton","Hillsborough","FL","False","Assessments (Broken Out)"
"814971","044280-9480","11626 Kings Ridge Ct N","Jacksonville","Duval","FL","False","Assessments (Broken Out)"
"814890","U-02-28-17-03X-000003-00013.0","13928 Henson Cir","Tampa","Hillsborough","FL","False","Assessments (Broken Out)"
"814885","01-19-24-0180-00B-03500","5202 Royal Oak Dr","FRUITLAND PARK","Lake","FL","False","Assessments (Broken Out)"
"814758","U-12-28-17-04Z-000006-00025.0","6715 Gilda Dr","Tampa","Hillsborough","FL","False","Assessments (Broken Out)"
"814613","27-26-06-701218-001390","281 Alford Dr","DAVENPORT","Polk","FL","False","Assessments (Broken Out)"
"814600","R32 122 21 1218 0130 0300","7083 Lamium Ct","BROOKSVILLE","Hernando","FL","False","Assessments (Broken Out)"
"814504","18-26-29-2655-0001-040J","4318 Heliotrope Loop","KISSIMMEE","Osceola","FL","False","Assessments (Broken Out)"
"814480","R32 122 21 1214 0000 0940","6760 Redbay Dr","Brooksville","Hernando","FL","False","Assessments (Broken Out)"
"814444","40052601020600208","2536 Tall Grass Rd","GREEN COVE SPRINGS","Clay","FL","False","Assessments (Broken Out)"
"814431","03-20-27-8438-03-340","5928 Rutherford Rd","Mount Dora","Orange","FL","False","Assessments (Broken Out)"
"814252","28-22-28-0021-00-600","9337 Azalea Ridge Way","GOTHA","Orange","FL","False","Assessments (Broken Out)"
"814216","12-19-26-4800-000-04800","2147 Sandridge Cir","EUSTIS","Lake","FL","False","Assessments (Broken Out)"
"814114","12-19-26-1650-000-03300","305 Morningview Dr","EUSTIS","Lake","FL","False","Assessments (Broken Out)"
"813887","28-27-25-934060-070402","703 Cockatoo Ct","POINCIANA","Polk","FL","False","Assessments (Broken Out)"
"813771","14-26-28-3328-0001-0470","5176 Heatherstone Ct","KISSIMMEE","Osceola","FL","False","Assessments (Broken Out)"
"813663","156421-7515","11083 Ridge Point Dr","JACKSONVILLE","Duval","FL","False","Assessments (Broken Out)"
"813111","30-26-32-2617-0001-1610","3320 Pond Pine Rd","HARMONY","Osceola","FL","False","Assessments (Broken Out)"
"813109","18-23-31-2013-01-780","4926 Walnut Ridge Dr","Orlando","Orange","FL","False","Assessments (Broken Out)"
"812810","12-23-25-0900-000-00800","10217 Dovehill Ln","CLERMONT","Lake","FL","False","Assessments (Broken Out)"
"812729","U-32-27-19-70S-D00000-00079.0","2521 Deer Forest Dr","Lutz","Hillsborough","FL","False","Assessments (Broken Out)"
"812698","R10 223 18 3604 0350 0680","3696 Braemere Dr","SPRING HILL","Hernando","FL","False","Assessments (Broken Out)"
"812665","U-20-31-20-9VC-000027-00009.0","14335 Alistar Manor Dr","Wimauma","Hillsborough","FL","False","Assessments (Broken Out)"
"812512","14-25-29-1711-0001-0020","1424 Outer Ct","KISSIMMEE","Osceola","FL","False","Assessments (Broken Out)"
"812372","26-22-28-3382-00-190","7064 Harbor Point Blvd","Orlando","Orange","FL","False","Assessments (Broken Out)"
"812295","U-34-28-17-0BQ-000007-00012.0","10270 Oasis Palm Dr","Tampa","Hillsborough","FL","False","Assessments (Broken Out)"
"812089","U-28-28-17-0B2-000004-00024.0","10907 Landon Ln","TAMPA","Hillsborough","FL","False","Assessments (Broken Out)"
"811804","27-21-31-517-0000-0210","221 Sawyerwood Pl","OVIEDO","Seminole","FL","False","Assessments (Broken Out)"
"811739","3042500786500955","383 Summit Dr","ORANGE PARK","Clay","FL","False","Assessments (Broken Out)"
"811713","U-25-30-20-63Y-F00000-00034.0","10403 Fly Fishing St","Riverview","Hillsborough","FL","False","Assessments (Broken Out)"
"811619","01-19-25-0011-000-15400","12014 Callicarpa Ln","Leesburg","Lake","FL","False","Assessments (Broken Out)"
"811501","30-26-32-2612-0001-C023","3303 Primrose Willow Dr","HARMONY","Osceola","FL","False","Assessments (Broken Out)"
"8115","17-22-32-1378-04-110","1960 Corner Glen Dr","ORLANDO","Orange","FL","False","Assessments (Broken Out)"
"811493","106869-1400","1043 Gallant Fox Cir S","Jacksonville","Duval","FL","False","Assessments (Broken Out)"
"811439","35-20-30-505-0000-1480","510 Sagecreek Ct","WINTER SPRINGS","Seminole","FL","False","Assessments (Broken Out)"
"811235","33-18-26-0010-000-22200","3197 Spicer Ave","GRAND ISLAND","Lake","FL","False","Assessments (Broken Out)"
"810976","26-26-30-0601-0001-1040","3808 Kyle Dr","SAINT CLOUD","Osceola","FL","False","Assessments (Broken Out)"
"810877","27-22-31-3781-00-630","12000 Moccasin Ct","Orlando","Orange","FL","False","Assessments (Broken Out)"
"810847","161297-1215","1125 Creeks Ridge Rd","JACKSONVILLE","Duval","FL","False","Assessments (Broken Out)"
"810670","21-24-29-6853-08-100","12155 Romero St","Orlando","Orange","FL","False","Assessments (Broken Out)"
"810448","09-26-30-0081-0001-3000","1810 Patriot Way","SAINT CLOUD","Osceola","FL","False","Assessments (Broken Out)"
"810407","162101-0838","1540 Derringer Rd","Jacksonville","Duval","FL","False","Assessments (Broken Out)"
"810209","32-20-28-2513-06-050","1519 Errol Pkwy","Apopka","Orange","FL","False","Assessments (Broken Out)"
"809910","5062601523400929","1996 Pebble Point Dr","Green Cove Springs","Clay","FL","False","Assessments (Broken Out)"
"809828","156332-0824","3848 Karissa Ann Pl E","Jacksonville","Duval","FL","False","Assessments (Broken Out)"
"809365","U-35-31-19-C08-000007-00015.0","15612 Charr Island St","Sun City Center","Hillsborough","FL","False","Assessments (Broken Out)"
"809349","U-06-31-20-9WZ-000008-00016.0","12216 Avondale Oak Pl","Riverview","Hillsborough","FL","False","Assessments (Broken Out)"
"809337","U-03-29-20-B9Z-000000-00023.0","118 Serena Ridge Dr","Seffner","Hillsborough","FL","False","Assessments (Broken Out)"
"809300","016057-8170","7312 Wood Duck Rd","Jacksonville","Duval","FL","False","Assessments (Broken Out)"
"809212","016075-1025","7619 Jeremy David Ln","Jacksonville","Duval","FL","False","Assessments (Broken Out)"
"809184","003784-1985","12331 Glimmer Way","Jacksonville","Duval","FL","False","Assessments (Broken Out)"
"809151","41052500882301711","2483 Aloha Ln","MIDDLEBURG","Clay","FL","False","Assessments (Broken Out)"
"809134","U-04-30-20-2MZ-D00000-00038.0","3207 Acapulco Dr","Riverview","Hillsborough","FL","False","Assessments (Broken Out)"
"809064","32-22-26-1600-000-02400","12123 Woodglen Cir","CLERMONT","Lake","FL","False","Assessments (Broken Out)"
"808963","016463-2522","8478 Cross Timbers Dr W","Jacksonville","Duval","FL","False","Assessments (Broken Out)"
"808867","12-26-28-2916-0001-0350","4408 Spring Blossom Dr","KISSIMMEE","Osceola","FL","False","Assessments (Broken Out)"
"808854","06-24-30-5559-02-190","9599 Lupine Ave","Orlando","Orange","FL","False","Assessments (Broken Out)"
